date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:53:46	44050/44050	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2022:53:45%20GMT	https://www.dana.id/business/deals	C:/My%20Web%20Sites/danaaa/www.dana.id/business/deals.html	(from https://www.dana.id/)
06:53:47	44197/44197	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2022:53:46%20GMT	https://www.dana.id/business/loyalty	C:/My%20Web%20Sites/danaaa/www.dana.id/business/loyalty.html	(from https://www.dana.id/)
06:53:47	34255/34255	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2022:53:47%20GMT	https://www.dana.id/business/pricing-info	C:/My%20Web%20Sites/danaaa/www.dana.id/business/pricing-info.html	(from https://www.dana.id/)
06:53:48	33951/33951	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2022:53:48%20GMT	https://www.dana.id/business/merchant-resources	C:/My%20Web%20Sites/danaaa/www.dana.id/business/merchant-resources.html	(from https://www.dana.id/)
06:53:48	32311/32311	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2022:53:48%20GMT	https://www.dana.id/business/contact-us	C:/My%20Web%20Sites/danaaa/www.dana.id/business/contact-us.html	(from https://www.dana.id/)
06:53:49	51736/51736	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2022:53:49%20GMT	https://www.dana.id/corporate/career-new	C:/My%20Web%20Sites/danaaa/www.dana.id/corporate/career-new.html	(from https://www.dana.id/)
06:53:49	48863/48863	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2022:53:49%20GMT	https://www.dana.id/corporate/	C:/My%20Web%20Sites/danaaa/www.dana.id/corporate/index.html	(from https://www.dana.id/)
06:53:50	47206/47206	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2022:53:49%20GMT	https://www.dana.id/corporate/newsroom	C:/My%20Web%20Sites/danaaa/www.dana.id/corporate/newsroom.html	(from https://www.dana.id/)
06:53:50	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sun,%2005%20Jan%202025%2022:53:50%20GMT	https://www.dana.id/corporate/investor-relation	C:/My%20Web%20Sites/danaaa/www.dana.id/corporate/investor-relation	(from https://www.dana.id/)
06:53:51	17364/17364	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2005%20Jan%202025%2022:53:50%20GMT	https://www.dana.id/404	C:/My%20Web%20Sites/danaaa/www.dana.id/404	(from https://www.dana.id/)
06:53:51	262679/262679	---M--	200	added ('OK')	image/png	etag:%228897CD690A456D4772969C456C4B3618%22	https://a.m.dana.id/resource/danaweb-v2/hero-personal-bg-back.png	C:/My%20Web%20Sites/danaaa/a.m.dana.id/resource/danaweb-v2/hero-personal-bg-back.png	(from https://www.dana.id/)
06:53:51	164008/164008	---M--	200	added ('OK')	image/png	etag:%226D3011C60821BE7522732D27F1864B80%22	https://a.m.dana.id/resource/danaweb-v2/hero-personal-bg-subject.png	C:/My%20Web%20Sites/danaaa/a.m.dana.id/resource/danaweb-v2/hero-personal-bg-subject.png	(from https://www.dana.id/)
06:53:51	766097/766097	---M--	200	added ('OK')	image/png	etag:%22672124CAFAFDF3843FF1491D8D253AE8%22	https://a.m.dana.id/resource/danaweb-v2/web-dana-app.png?lek	C:/My%20Web%20Sites/danaaa/a.m.dana.id/resource/danaweb-v2/web-dana-appf790.png	(from https://www.dana.id/)
06:53:51	48669/48669	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2022:53:51%20GMT	https://www.dana.id/?lng=en	C:/My%20Web%20Sites/danaaa/www.dana.id/index6dc5.html	(from https://www.dana.id/)
06:53:51	210980/210980	---M--	200	added ('OK')	image/jpeg	etag:%223F1986D5C3BF4731CCFBB9C064CC787E%22	https://a.m.dana.id/resource/danaweb-v2/testimony-subject/DANA-custtesti-agung.jpg	C:/My%20Web%20Sites/danaaa/a.m.dana.id/resource/danaweb-v2/testimony-subject/DANA-custtesti-agung.jpg	(from https://www.dana.id/)
06:53:52	278355/278355	---M--	200	added ('OK')	image/jpeg	etag:%22734D172913D7830BACCD9DE82DCF45E6%22	https://a.m.dana.id/resource/danaweb-v2/testimony-subject/DANA-custtesti-asep.jpg	C:/My%20Web%20Sites/danaaa/a.m.dana.id/resource/danaweb-v2/testimony-subject/DANA-custtesti-asep.jpg	(from https://www.dana.id/)
06:53:52	210613/210613	---M--	200	added ('OK')	image/jpeg	etag:%22FF5021D046BA32FA5D5193367B1E94CB%22	https://a.m.dana.id/resource/danaweb-v2/testimony-subject/DANA-custtesti-mudjianto.jpg	C:/My%20Web%20Sites/danaaa/a.m.dana.id/resource/danaweb-v2/testimony-subject/DANA-custtesti-mudjianto.jpg	(from https://www.dana.id/)
06:53:52	192947/192947	---M--	200	added ('OK')	image/jpeg	etag:%227E6EE6C06577E273DA9D6BB87CE11358%22	https://a.m.dana.id/resource/danaweb-v2/testimony-subject/DANA-custtesti-triani.jpg	C:/My%20Web%20Sites/danaaa/a.m.dana.id/resource/danaweb-v2/testimony-subject/DANA-custtesti-triani.jpg	(from https://www.dana.id/)
06:53:52	179753/179753	---M--	200	added ('OK')	image/jpeg	etag:%22700726BC347786A9B7764A32A9030500%22	https://a.m.dana.id/resource/danaweb-v2/testimony-subject/DANA-custtesti-dendik.jpg	C:/My%20Web%20Sites/danaaa/a.m.dana.id/resource/danaweb-v2/testimony-subject/DANA-custtesti-dendik.jpg	(from https://www.dana.id/)
06:53:53	206503/206503	---M--	200	added ('OK')	image/jpeg	etag:%221533FDA5A02B825F153037C58C14D722%22	https://a.m.dana.id/resource/danaweb-v2/testimony-subject/DANA-custtesti-siti.jpg	C:/My%20Web%20Sites/danaaa/a.m.dana.id/resource/danaweb-v2/testimony-subject/DANA-custtesti-siti.jpg	(from https://www.dana.id/)
06:53:53	290620/290620	---M-Z	200	added ('OK')	text/html	etag:%2245a5b-v9Khk+QZ5wnUfUl/2SwLgJdHV2w%22	https://www.dana.id/promo	C:/My%20Web%20Sites/danaaa/www.dana.id/promo.html	(from https://www.dana.id/)
06:53:54	38218/38218	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2022:53:53%20GMT	https://www.dana.id/help-center	C:/My%20Web%20Sites/danaaa/www.dana.id/help-center.html	(from https://www.dana.id/)
06:53:54	32545/32545	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2022:53:54%20GMT	https://www.dana.id/help-center/contact	C:/My%20Web%20Sites/danaaa/www.dana.id/help-center/contact.html	(from https://www.dana.id/)
06:53:55	264818/264818	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2022:53:54%20GMT	https://www.dana.id/terms	C:/My%20Web%20Sites/danaaa/www.dana.id/terms.html	(from https://www.dana.id/)
06:53:55	113420/113420	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Jan%202025%2022:53:55%20GMT	https://www.dana.id/policy	C:/My%20Web%20Sites/danaaa/www.dana.id/policy.html	(from https://www.dana.id/)
06:53:55	48732/48732	---M-Z	200	added ('OK')	application/javascript	etag:W/%22be5c-193d8fcf9f0%22	https://www.dana.id/webAssets/build/manifest-C81F6EEE.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/manifest-C81F6EEE.js	(from https://www.dana.id/)
06:53:55	78745/78745	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213399-191911ec6d8%22	https://www.dana.id/webAssets/build/entry.client-HLFCYOT2.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/entry.client-HLFCYOT2.js	(from https://www.dana.id/)
06:53:56	66167/66167	---M-Z	200	added ('OK')	application/javascript	etag:W/%2210277-191911ec6d8%22	https://www.dana.id/webAssets/build/_shared/chunk-ISPNTJCO.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-ISPNTJCO.js	(from https://www.dana.id/)
06:53:56	134291/134291	---M-Z	200	added ('OK')	application/javascript	etag:W/%2220c93-191911ec6d8%22	https://www.dana.id/webAssets/build/_shared/chunk-MXARKW72.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-MXARKW72.js	(from https://www.dana.id/)
06:53:56	182310/182310	---M-Z	200	added ('OK')	application/javascript	etag:W/%222c826-191911ec6d8%22	https://www.dana.id/webAssets/build/_shared/chunk-4ZJHFBLH.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-4ZJHFBLH.js	(from https://www.dana.id/)
06:53:56	107054/107054	---M-Z	200	added ('OK')	application/javascript	etag:W/%221a22e-191911ec6d8%22	https://www.dana.id/webAssets/build/_shared/chunk-EHYKNBIC.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-EHYKNBIC.js	(from https://www.dana.id/)
06:53:57	20581/20581	---M-Z	200	added ('OK')	application/javascript	etag:W/%225065-191911ec6d8%22	https://www.dana.id/webAssets/build/_shared/chunk-5MGMI57N.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-5MGMI57N.js	(from https://www.dana.id/)
06:53:57	7214/7214	---M-Z	200	added ('OK')	application/javascript	etag:W/%221c2e-191911ec6d8%22	https://www.dana.id/webAssets/build/_shared/chunk-XRXIQCWO.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-XRXIQCWO.js	(from https://www.dana.id/)
06:53:57	954/954	---M-Z	200	added ('OK')	application/javascript	etag:W/%223ba-191911ec6d8%22	https://www.dana.id/webAssets/build/_shared/chunk-UL56J4DZ.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-UL56J4DZ.js	(from https://www.dana.id/)
06:53:57	95663/95663	---M-Z	200	added ('OK')	application/javascript	etag:W/%22175af-191911ec6d8%22	https://www.dana.id/webAssets/build/_shared/chunk-WME7ILXT.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-WME7ILXT.js	(from https://www.dana.id/)
06:53:57	458/458	---M-Z	200	added ('OK')	application/javascript	etag:W/%221ca-193d8fcf9f0%22	https://www.dana.id/webAssets/build/_shared/chunk-O6BFNKV6.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-O6BFNKV6.js	(from https://www.dana.id/)
06:53:58	7598/7598	---M-Z	200	added ('OK')	application/javascript	etag:W/%221dae-193d8fcf9f0%22	https://www.dana.id/webAssets/build/_shared/chunk-H2VIDQIX.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-H2VIDQIX.js	(from https://www.dana.id/)
06:53:58	9843/9843	---M-Z	200	added ('OK')	application/javascript	etag:W/%222673-193d8fcf9f0%22	https://www.dana.id/webAssets/build/_shared/chunk-LDR6PFEV.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-LDR6PFEV.js	(from https://www.dana.id/)
06:53:58	422/422	---M-Z	200	added ('OK')	application/javascript	etag:W/%221a6-1926cc38d40%22	https://www.dana.id/webAssets/build/_shared/chunk-IF3MGTIZ.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-IF3MGTIZ.js	(from https://www.dana.id/)
06:53:58	934/934	---M-Z	200	added ('OK')	application/javascript	etag:W/%223a6-193d8fcf9f0%22	https://www.dana.id/webAssets/build/_shared/chunk-P3Z7AIXK.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-P3Z7AIXK.js	(from https://www.dana.id/)
06:53:59	75196/75196	---M-Z	200	added ('OK')	application/javascript	etag:W/%22125bc-193d8fcf9f0%22	https://www.dana.id/webAssets/build/_shared/chunk-J526TDTE.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-J526TDTE.js	(from https://www.dana.id/)
06:53:59	152415/152415	---M-Z	200	added ('OK')	application/javascript	etag:W/%222535f-193d8fcf9f0%22	https://www.dana.id/webAssets/build/_shared/chunk-HQMYKIBS.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-HQMYKIBS.js	(from https://www.dana.id/)
06:53:59	623/623	---M-Z	200	added ('OK')	application/javascript	etag:W/%2226f-191911ec6d8%22	https://www.dana.id/webAssets/build/_shared/chunk-YCQVIJCP.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-YCQVIJCP.js	(from https://www.dana.id/)
06:53:59	2267/2267	---M-Z	200	added ('OK')	application/javascript	etag:W/%228db-191911ec6d8%22	https://www.dana.id/webAssets/build/_shared/chunk-HFGVSBK7.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-HFGVSBK7.js	(from https://www.dana.id/)
06:54:00	816/816	---M-Z	200	added ('OK')	application/javascript	etag:W/%22330-191911ec6d8%22	https://www.dana.id/webAssets/build/_shared/chunk-HU6OVYMC.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-HU6OVYMC.js	(from https://www.dana.id/)
06:54:00	502/502	---M-Z	200	added ('OK')	application/javascript	etag:W/%221f6-191911ec6d8%22	https://www.dana.id/webAssets/build/_shared/chunk-BEX3SKLU.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-BEX3SKLU.js	(from https://www.dana.id/)
06:54:00	3650/3650	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e42-1926cc38d40%22	https://www.dana.id/webAssets/build/_shared/chunk-JSAGNDCY.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-JSAGNDCY.js	(from https://www.dana.id/)
06:54:00	64719/64719	---M-Z	200	added ('OK')	application/javascript	etag:W/%22fccf-193d8fcf9f0%22	https://www.dana.id/webAssets/build/root-DLLWPV6L.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/root-DLLWPV6L.js	(from https://www.dana.id/)
06:54:01	1258/1258	---M-Z	200	added ('OK')	application/javascript	etag:W/%224ea-193d8fcf9f0%22	https://www.dana.id/webAssets/build/routes/__default-A5PCOTCD.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/routes/__default-A5PCOTCD.js	(from https://www.dana.id/)
06:54:01	10542/10542	---M-Z	200	added ('OK')	application/javascript	etag:W/%22292e-193d8fcf9f0%22	https://www.dana.id/webAssets/build/_shared/chunk-IURHR7BE.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-IURHR7BE.js	(from https://www.dana.id/)
06:54:01	308585/308585	---M-Z	200	added ('OK')	application/javascript	etag:W/%224b569-191911ec6d8%22	https://www.dana.id/webAssets/build/_shared/chunk-XBQOZIIO.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-XBQOZIIO.js	(from https://www.dana.id/)
06:54:01	2470/2470	---M-Z	200	added ('OK')	application/javascript	etag:W/%229a6-193d8fcf9f0%22	https://www.dana.id/webAssets/build/_shared/chunk-UZNHHE3Y.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-UZNHHE3Y.js	(from https://www.dana.id/)
06:54:02	2397/2397	---M-Z	200	added ('OK')	application/javascript	etag:W/%2295d-19325168870%22	https://www.dana.id/webAssets/build/_shared/chunk-4XPWNO3O.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-4XPWNO3O.js	(from https://www.dana.id/)
06:54:02	956/956	---M-Z	200	added ('OK')	application/javascript	etag:W/%223bc-191911ec6d8%22	https://www.dana.id/webAssets/build/_shared/chunk-FPGVGJNV.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-FPGVGJNV.js	(from https://www.dana.id/)
06:54:02	55598/55598	---M-Z	200	added ('OK')	application/javascript	etag:W/%22d92e-191911ec6d8%22	https://www.dana.id/webAssets/build/_shared/chunk-QGLOD6DA.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-QGLOD6DA.js	(from https://www.dana.id/)
06:54:02	7874/7874	---M-Z	200	added ('OK')	application/javascript	etag:W/%221ec2-191911ec6d8%22	https://www.dana.id/webAssets/build/_shared/chunk-RLACIY4A.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-RLACIY4A.js	(from https://www.dana.id/)
06:54:03	347/347	---M-Z	200	added ('OK')	application/javascript	etag:W/%2215b-191911ec6d8%22	https://www.dana.id/webAssets/build/_shared/chunk-EMUJ2FAJ.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-EMUJ2FAJ.js	(from https://www.dana.id/)
06:54:03	766/766	---M-Z	200	added ('OK')	application/javascript	etag:W/%222fe-191911ec6d8%22	https://www.dana.id/webAssets/build/_shared/chunk-43YYAQSB.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_shared/chunk-43YYAQSB.js	(from https://www.dana.id/)
06:54:03	4806/4806	---M-Z	200	added ('OK')	application/javascript	etag:W/%2212c6-193d8fcf9f0%22	https://www.dana.id/webAssets/build/routes/__default/index-ON4VVKD4.js	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/routes/__default/index-ON4VVKD4.js	(from https://www.dana.id/)
06:54:04	2075/2075	---M-Z	200	added ('OK')	text/css	date:Wed,%2025%20Sep%202024%2015:46:11%20GMT	https://www.dana.id/5vYb_T/IZ/D8/09WE/s78dZ_F1hj/tmib/EHwKQg/CT4uKhVT/fG5Y	C:/My%20Web%20Sites/danaaa/www.dana.id/5vYb_T/IZ/D8/09WE/s78dZ_F1hj/tmib/EHwKQg/CT4uKhVT/fG5Y.css	(from https://www.dana.id/)
06:54:04	75116/75116	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2025%20Sep%202024%2015:45:54%20GMT	https://www.dana.id/5vYb_T/IZ/D8/09WE/s78dZ_F1hj/tmib/EHwKQg/fDx4WlI1/diQq	C:/My%20Web%20Sites/danaaa/www.dana.id/5vYb_T/IZ/D8/09WE/s78dZ_F1hj/tmib/EHwKQg/fDx4WlI1/diQq	(from https://www.dana.id/)
06:54:05	328872/328872	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2016%20Dec%202024%2020:44:14%20GMT	https://www.dana.id/5vYb_T/IZ/D8/09WE/s78dZ_F1hj/tmibrShDQkNDuV/WBIbQg/SnxpDA81/FB8	C:/My%20Web%20Sites/danaaa/www.dana.id/5vYb_T/IZ/D8/09WE/s78dZ_F1hj/tmibrShDQkNDuV/WBIbQg/SnxpDA81/FB8	(from https://www.dana.id/)
06:54:05	4178/4178	---M--	200	added ('OK')	image/gif	etag:W/%221052-193d8fcf9f0%22	https://www.dana.id/webAssets/build/_assets/ajax-loader-BOAPMZMT.gif	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_assets/ajax-loader-BOAPMZMT.gif	(from https://www.dana.id/webAssets/build/_assets/index-FIWDRNKZ.css)
06:54:05	146/146	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2005%20Jan%202025%2022:54:04%20GMT	https://www.dana.id/webAssets/build/_assets/slick-EVLS6IWX.eot	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_assets/slick-EVLS6IWX.eot	(from https://www.dana.id/webAssets/build/_assets/index-FIWDRNKZ.css)
06:54:05	146/146	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2005%20Jan%202025%2022:54:05%20GMT	https://www.dana.id/webAssets/build/_assets/slick-EVLS6IWX.eot?	C:/My%20Web%20Sites/danaaa/www.dana.id/webAssets/build/_assets/slick-EVLS6IWXd41d.eot	(from https://www.dana.id/webAssets/build/_assets/index-FIWDRNKZ.css)
